TicketKey,File
OPENJPA-1281,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java
OPENJPA-1283,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/PCPath.java
OPENJPA-1286,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java
OPENJPA-1286,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java
OPENJPA-1286,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataDefaults.java
OPENJPA-1286,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NoneMetaDataFactory.java
OPENJPA-1286,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataDefaults.java
OPENJPA-1286,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java
OPENJPA-1289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingInfo.java
OPENJPA-1289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java
OPENJPA-1289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java
OPENJPA-1289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java
OPENJPA-1289,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java
OPENJPA-1294,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStore.java
OPENJPA-1294,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java
OPENJPA-1294,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java
OPENJPA-1295,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/MatchesExpression.java
OPENJPA-13,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java
OPENJPA-13,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java
OPENJPA-13,openjpa-kernel/src/main/java/org/apache/openjpa/meta/JavaTypes.java
OPENJPA-1302,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/ColumnDefIdentifierRule.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/ColumnIdentifierRule.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/identifier/DBIdentifier.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java
OPENJPA-1303,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToLowerCase.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToUpperCase.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractDB2Dictionary.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java
OPENJPA-1308,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java
OPENJPA-132,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java
OPENJPA-132,openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java
OPENJPA-1325,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java
