Release,File,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,NSmells,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg,Buggy
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EqualExpression.java,2,3,1,2,5,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,2,21,19,2,7,5,0,1,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCProductDerivation.java,4,4,0,4,4,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,0,0,2,0,0,0,0,1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/LongId.java,2,6,4,2,11,2,0,3,0,0.0,0.0,0.0,8,0,6,0,2,0,8,0,0,0,1,0,0,1,0,0,1,0,1,29,4,0,3,0,5,0,3,2,1,1,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDirtyState.java,3,4,1,3,14,2,0,5,91,0.0,0.0,0.0,14,0,1,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewDeletedState.java,2,3,1,2,14,2,0,4,91,0.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,48,14,0,0,0,0,4,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransDirtyState.java,2,3,1,2,9,2,0,3,36,0.0,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TransientState.java,2,2,0,2,1,2,0,6,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDirtyState.java,3,4,1,3,15,2,0,7,105,0.0,0.0,0.0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,49,13,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InKeyExpression.java,5,6,1,5,3,2,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,1,0,0,1,0,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Mod.java,2,3,1,2,2,2,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Count.java,5,6,1,5,5,3,0,1,10,0.0,0.0,0.0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/CallbackException.java,2,3,1,2,3,6,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/OrExpression.java,3,4,1,3,4,2,0,4,0,0.0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,2,0,0,2,0,0,2,0,0,20,2,0,0,0,0,0,0,2,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/event/BrokerFactoryEvent.java,1,4,3,1,3,1,0,1,1,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,1,1,1,0,0,1,0,0,14,2,0,0,0,0,0,1,2,0,2,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewProvisionalState.java,3,4,1,3,14,2,0,6,91,0.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDeletedState.java,2,3,1,2,10,2,0,3,45,0.0,0.0,0.0,10,0,1,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java,1,8,7,1,7,1,0,2,11,0.91596645,0.0,0.0,7,0,7,0,0,0,7,0,6,0,17,12,12,5,0,0,17,0,1,45,6,0,0,0,0,0,12,17,0,17,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/ReferentialIntegrityException.java,3,4,1,3,10,6,0,7,16,0.875,0.0,0.0,8,1,5,3,0,0,5,0,0,0,7,6,5,2,0,0,6,0,1,39,6,0,0,0,0,3,5,9,0,7,1,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/NoTransactionException.java,2,3,1,2,2,7,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/DelegatingJDBCFetchConfiguration.java,6,7,1,6,49,2,0,26,325,0.0,0.0,0.0,26,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,207,24,0,0,23,0,0,0,0,0,0,1,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java,7,7,0,7,7,2,0,5,1,0.5,0.0,0.0,6,0,4,0,2,0,6,0,0,0,2,0,0,0,2,0,0,0,1,25,1,0,1,0,1,0,0,9,0,4,0,0,0,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectExistsException.java,2,2,0,2,2,6,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.2,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryAdapter.java,4,7,3,4,3,1,2,3,1,0.5,0.0,0.0,2,0,1,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,12,1,0,1,0,0,0,0,3,0,2,1,0,0,0,38,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECleanState.java,2,3,1,2,13,2,0,2,78,0.0,0.0,0.0,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/event/NoneOrphanedKeyAction.java,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotExpression.java,3,4,1,3,4,2,0,5,0,0.0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,1,0,0,1,0,0,1,0,0,17,2,0,0,0,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/NoneLockManager.java,2,2,0,2,3,2,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/NoneStrategyInstaller.java,10,10,0,10,5,2,0,13,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypesChangedEvent.java,0,6,6,0,2,1,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLValue.java,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subtract.java,2,3,1,2,2,2,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/QueryExpressionsState.java,1,5,4,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,1,0,0,8,0,0,0,0,0,0,1,6,0,6,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/IsNotEmptyExpression.java,7,8,1,7,5,1,0,8,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransDeletedState.java,2,3,1,2,12,2,0,1,66,0.0,0.0,0.0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,38,12,0,0,0,0,6,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCSeqValue.java,6,6,0,6,1,2,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,9,0,0,0,0,0,3,2,1,0,1,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InValueExpression.java,5,6,1,5,3,2,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,1,0,0,1,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/NodeInfo.java,0,3,3,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,3,0,0,7,0,0,0,0,0,0,4,5,0,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AbstractVal.java,6,27,21,6,10,1,16,5,45,0.9,0.0,0.0,10,0,10,0,0,0,10,0,0,0,2,2,0,0,2,0,2,0,0,37,4,0,0,0,0,5,2,2,0,2,0,0,0,0,48,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SuperclassVersionStrategy.java,5,8,3,5,4,3,0,7,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/SeqValue.java,2,4,2,2,1,2,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,1,2,1,0,1,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ValExpression.java,4,5,1,4,8,2,0,8,0,0.0,0.0,0.0,4,0,2,0,2,0,4,0,0,0,1,0,0,1,0,0,1,0,0,20,2,0,3,0,3,0,0,4,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Add.java,2,3,1,2,2,2,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotEqualExpression.java,2,3,1,2,5,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectNotFoundException.java,6,10,4,6,4,6,0,6,4,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,2,17,1,0,0,0,0,2,0,1,0,1,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/InvalidStateException.java,3,17,14,3,3,6,3,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java,5,6,1,5,4,3,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,10,0,3,1,0,1,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConnectionInfo.java,3,5,2,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedFlushedState.java,4,6,2,4,2,3,0,1,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsKeyExpression.java,2,3,1,2,3,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/NoResultException.java,3,3,0,3,3,7,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SoftRandomAccessResultList.java,3,4,1,3,2,4,0,0,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/JDBCFetchPlanImpl.java,14,16,2,14,43,2,0,43,693,0.6511628,0.0,0.0,43,0,42,0,1,0,43,0,0,0,1,0,0,1,0,0,0,0,7,140,42,0,0,0,0,0,0,1,0,1,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/MetaDataException.java,3,12,9,3,5,6,0,1,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/util/NonUniqueResultException.java,3,3,0,3,3,7,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InSubQExpression.java,9,10,1,9,5,2,0,13,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,41,1,0,0,0,0,1,4,6,0,6,0,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractValueHandler.java,5,15,10,5,6,1,10,0,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TLoadedState.java,2,3,1,2,2,2,0,1,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Distinct.java,5,6,1,5,3,3,0,1,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindKeyVariableExpression.java,3,4,1,3,3,2,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,0,1,0,0,1,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/HollowState.java,2,3,1,2,11,2,0,4,55,0.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Max.java,2,3,1,2,3,3,0,0,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsValueExpression.java,2,3,1,2,3,2,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ReferenceCounter.java,0,13,13,0,3,1,3,0,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,1,1,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECopyState.java,3,4,1,3,12,2,0,5,66,0.0,0.0,0.0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/ee/SunOneManagedRuntime.java,4,6,2,4,4,2,0,6,4,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,1,19,2,0,0,0,0,3,0,4,0,4,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ToLowerCase.java,8,9,1,8,3,3,0,9,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,2,2,4,1,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java,0,4,4,0,14,1,0,0,77,0.85714287,0.0,0.0,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0,0,0,0,51,7,0,0,0,0,0,0,14,0,7,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.2,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentQueryCache.java,9,11,2,9,16,3,0,17,0,0.125,0.0,0.0,16,0,8,0,8,0,16,0,0,0,1,0,0,1,0,0,0,0,0,52,10,0,0,0,0,0,0,1,0,1,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SQLExpression.java,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Calendard.java,0,2,2,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/FetchModeValue.java,1,2,1,1,1,2,0,3,0,0.75,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,4,3,1,0,0,3,0,5,11,0,0,0,0,0,5,0,4,0,4,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/CacheDictionary.java,1,2,1,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,0,10,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.2,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Min.java,2,3,1,2,3,3,0,0,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
