Iteration,TestRelease,Classifier,FS,Balancing,TrainSize,TestSize,BuggyTrain,BuggyTest,Precision,Recall,F1,AUC,Kappa
11,2_0_0_M3,RandomForest,None,None,8554,959,1621,152,0.4749,0.5592,0.5136,0.8441,0.4130
11,2_0_0_M3,RandomForest,None,Undersampling,8554,959,1621,152,0.3729,0.7434,0.4967,0.8388,0.3620
11,2_0_0_M3,RandomForest,None,Oversampling,8554,959,1621,152,0.4183,0.6908,0.5211,0.8418,0.4033
11,2_0_0_M3,RandomForest,None,SMOTE,8554,959,1621,152,0.4483,0.5987,0.5127,0.8533,0.4048
11,2_0_0_M3,RandomForest,CFS,None,8554,959,1621,152,0.5179,0.5724,0.5438,0.8608,0.4527
11,2_0_0_M3,RandomForest,CFS,Undersampling,8554,959,1621,152,0.3980,0.7829,0.5277,0.8590,0.4021
11,2_0_0_M3,RandomForest,CFS,Oversampling,8554,959,1621,152,0.5118,0.7105,0.5950,0.8664,0.5036
11,2_0_0_M3,RandomForest,CFS,SMOTE,8554,959,1621,152,0.4776,0.6316,0.5439,0.8605,0.4435
11,2_0_0_M3,NaiveBayes,None,None,8554,959,1621,152,0.5763,0.4474,0.5037,0.8016,0.4239
11,2_0_0_M3,NaiveBayes,None,Undersampling,8554,959,1621,152,0.5847,0.4539,0.5111,0.8023,0.4325
11,2_0_0_M3,NaiveBayes,None,Oversampling,8554,959,1621,152,0.5763,0.4474,0.5037,0.8034,0.4239
11,2_0_0_M3,NaiveBayes,None,SMOTE,8554,959,1621,152,0.5667,0.4474,0.5000,0.8009,0.4187
11,2_0_0_M3,NaiveBayes,CFS,None,8554,959,1621,152,0.5932,0.4605,0.5185,0.8062,0.4411
11,2_0_0_M3,NaiveBayes,CFS,Undersampling,8554,959,1621,152,0.5691,0.4605,0.5091,0.8045,0.4280
11,2_0_0_M3,NaiveBayes,CFS,Oversampling,8554,959,1621,152,0.5738,0.4605,0.5109,0.8043,0.4306
11,2_0_0_M3,NaiveBayes,CFS,SMOTE,8554,959,1621,152,0.5512,0.4605,0.5018,0.8031,0.4178
11,2_0_0_M3,IBk,None,None,8554,959,1621,152,0.3801,0.5526,0.4504,0.7878,0.3233
11,2_0_0_M3,IBk,None,Undersampling,8554,959,1621,152,0.3408,0.6974,0.4579,0.7498,0.3112
11,2_0_0_M3,IBk,None,Oversampling,8554,959,1621,152,0.3516,0.6316,0.4518,0.7804,0.3116
11,2_0_0_M3,IBk,None,SMOTE,8554,959,1621,152,0.3663,0.5855,0.4506,0.7842,0.3175
11,2_0_0_M3,IBk,CFS,None,8554,959,1621,152,0.4206,0.6447,0.5091,0.8080,0.3926
11,2_0_0_M3,IBk,CFS,Undersampling,8554,959,1621,152,0.3510,0.7829,0.4847,0.7634,0.3404
11,2_0_0_M3,IBk,CFS,Oversampling,8554,959,1621,152,0.3810,0.6842,0.4894,0.7904,0.3589
11,2_0_0_M3,IBk,CFS,SMOTE,8554,959,1621,152,0.4064,0.6711,0.5062,0.8066,0.3847
12,1_2_2,RandomForest,None,None,9513,777,1773,141,0.6777,0.5816,0.6260,0.8256,0.5506
12,1_2_2,RandomForest,None,Undersampling,9513,777,1773,141,0.4615,0.7234,0.5635,0.8481,0.4393
12,1_2_2,RandomForest,None,Oversampling,9513,777,1773,141,0.5363,0.6809,0.6000,0.8514,0.4981
12,1_2_2,RandomForest,None,SMOTE,9513,777,1773,141,0.6071,0.6028,0.6050,0.8177,0.5178
12,1_2_2,RandomForest,CFS,None,9513,777,1773,141,0.6807,0.5745,0.6231,0.8328,0.5480
12,1_2_2,RandomForest,CFS,Undersampling,9513,777,1773,141,0.5155,0.7092,0.5970,0.8474,0.4898
12,1_2_2,RandomForest,CFS,Oversampling,9513,777,1773,141,0.5941,0.7163,0.6495,0.8414,0.5628
12,1_2_2,RandomForest,CFS,SMOTE,9513,777,1773,141,0.6825,0.6099,0.6442,0.8350,0.5707
12,1_2_2,NaiveBayes,None,None,9513,777,1773,141,0.4793,0.4113,0.4427,0.7513,0.3305
12,1_2_2,NaiveBayes,None,Undersampling,9513,777,1773,141,0.4758,0.4184,0.4453,0.7489,0.3318
12,1_2_2,NaiveBayes,None,Oversampling,9513,777,1773,141,0.4878,0.4255,0.4545,0.7539,0.3435
12,1_2_2,NaiveBayes,None,SMOTE,9513,777,1773,141,0.4754,0.4113,0.4411,0.7507,0.3279
12,1_2_2,NaiveBayes,CFS,None,9513,777,1773,141,0.5745,0.3830,0.4596,0.7538,0.3678
12,1_2_2,NaiveBayes,CFS,Undersampling,9513,777,1773,141,0.5729,0.3901,0.4641,0.7515,0.3718
12,1_2_2,NaiveBayes,CFS,Oversampling,9513,777,1773,141,0.5670,0.3901,0.4622,0.7541,0.3688
12,1_2_2,NaiveBayes,CFS,SMOTE,9513,777,1773,141,0.5556,0.3901,0.4583,0.7512,0.3630
12,1_2_2,IBk,None,None,9513,777,1773,141,0.5638,0.5957,0.5793,0.8029,0.4829
12,1_2_2,IBk,None,Undersampling,9513,777,1773,141,0.4219,0.7092,0.5291,0.7591,0.3904
12,1_2_2,IBk,None,Oversampling,9513,777,1773,141,0.4694,0.6525,0.5460,0.7858,0.4245
12,1_2_2,IBk,None,SMOTE,9513,777,1773,141,0.5667,0.6028,0.5842,0.8037,0.4885
12,1_2_2,IBk,CFS,None,9513,777,1773,141,0.5646,0.5887,0.5764,0.8090,0.4801
12,1_2_2,IBk,CFS,Undersampling,9513,777,1773,141,0.4685,0.7376,0.5730,0.7904,0.4512
12,1_2_2,IBk,CFS,Oversampling,9513,777,1773,141,0.5000,0.6454,0.5635,0.8076,0.4512
12,1_2_2,IBk,CFS,SMOTE,9513,777,1773,141,0.5705,0.6028,0.5862,0.8133,0.4914
