Release,Class,NSmells
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindVariableAndExpression.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindVariableExpression.java,3
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BoundVariable.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CandidatePath.java,27
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Cast.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Concat.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Constant.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsExpression.java,3
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Count.java,3
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CurrentDate.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Distinct.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EndsWithExpression.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Exp.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Expression.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionFactory.java,65
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionParser.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionVisitor.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Extension.java,10
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/FilterListener.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GetMapValue.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GetObjectId.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanEqualExpression.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanExpression.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java,50
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/IndexOf.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/IsEmptyExpression.java,9
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanEqualExpression.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanExpression.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Literal.java,8
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MatchesExpression.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MathVal.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Max.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Min.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Null.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Parameter.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Path.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java,11
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Resolver.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Size.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sqrt.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StartsWithExpression.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StringContains.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StringLength.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SubQ.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subquery.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Substring.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sum.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/This.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToLowerCase.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToUpperCase.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Trim.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/UnaryMathVal.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Val.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Value.java,8
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/WildcardMatch.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,127
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLParser.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/ParseException.java,7
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractCFMetaDataFactory.java,120
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataDefaults.java,28
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataFactory.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,233
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/DelegatingMetaDataFactory.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Extensions.java,41
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java,42
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java,172
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryRelatedFieldOrder.java,14
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryValueOrder.java,22
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InheritanceComparator.java,13
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InterfaceImplGenerator.java,11
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/JavaTypes.java,79
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java,17
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataContext.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataDefaults.java,10
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataFactory.java,19
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataInheritanceComparator.java,9
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataModes.java,12
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java,186
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,29
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NonPersistentMetaData.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NoneMetaDataFactory.java,12
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Order.java,4
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ProxySetupStateManager.java,7
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java,8
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/SequenceMetaData.java,16
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/UpdateStrategies.java,6
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaData.java,42
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaDataImpl.java,44
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueStrategies.java,8
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLClassMetaData.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLFieldMetaData.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/meta/XMLMetaData.java,21
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractChangeTracker.java,19
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyCollection.java,35
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyMap.java,56
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java,62
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ArrayStateImage.java,6
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ByteId.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,45
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ChangeTracker.java,8
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/CharId.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolver.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java,6
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTracker.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTrackerImpl.java,9
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/DateId.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/DoubleId.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ExceptionInfo.java,13
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/Exceptions.java,24
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/FloatId.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneralException.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneratedClasses.java,10
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/Id.java,9
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,23
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/IntId.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/LockException.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTracker.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTrackerImpl.java,14
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/MultiLoaderClassResolver.java,3
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java,10
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAId.java,11
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxy.java,5
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyBean.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCalendar.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollection.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollections.java,40
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyDate.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManager.java,11
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManagerImpl.java,124
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMap.java,3
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMaps.java,20
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/RuntimeExceptionTranslator.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/Serialization.java,12
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/ShortId.java,2
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreFacadeTypeRegistry.java,6
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/StringId.java,1
1.0.0,openjpa-kernel/src/main/java/org/apache/openjpa/util/UserException.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/ant/AbstractTask.java,14
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BooleanValue.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,33
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,105
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,4
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,70
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/FileValue.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/GenericConfigurable.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/IntValue.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/MapConfigurationProvider.java,6
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ObjectValue.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,14
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,6
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java,13
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java,41
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringValue.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,23
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ValueListener.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/BreadthFirstWalk.java,13
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/DepthFirstAnalysis.java,17
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Edge.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/Graph.java,18
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/graph/GraphVisitor.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,12
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,8
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,167
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,96
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,16
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java,170
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java,89
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java,146
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,50
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCListener.java,12
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/LoggingConnectionDecorator.java,100
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ReportingSQLException.java,6
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,17
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,11
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log.java,20
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactory.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,13
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/MultiLogFactory.java,38
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/NoneLogFactory.java,10
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,29
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassAnnotationMetaDataFilter.java,11
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java,67
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,15
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClasspathMetaDataIterator.java,8
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java,18
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataFilter.java,4
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIterator.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIteratorChain.java,11
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataParser.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java,8
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java,6
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTrackers.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/URLMetaDataIterator.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,60
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,27
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,12
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipStreamMetaDataIterator.java,16
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractListIterator.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractNonSequentialResultList.java,16
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractResultList.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java,13
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/EagerResultList.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/LazyForwardResultList.java,15
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultObjectProvider.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,15
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,16
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultList.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultListIterator.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProvider.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java,8
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/WindowResultList.java,11
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Base16Encoder.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/BytecodeWriter.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java,11
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Closeable.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,31
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/EventManager.java,6
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Files.java,35
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,69
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/J2DoPrivHelper.java,51
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/JavaVersions.java,28
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/LRUMap.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Localizer.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java,30
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,74
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParameterTemplate.java,11
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParseException.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashMap.java,17
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashSet.java,15
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceMap.java,6
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ResourceBundleProvider.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,17
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleRegex.java,12
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleResourceBundleProvider.java,4
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SizedMap.java,4
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StreamResourceBundleProvider.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StringDistance.java,17
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java,12
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TypedProperties.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/UUIDGenerator.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ZipResourceBundleProvider.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractCollection.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractConcurrentEventManager.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractQueue.java,13
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractSet.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Arrays.java,87
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,100
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashSet.java,14
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentLinkedQueue.java,48
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentMap.java,2
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashMap.java,146
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashSet.java,15
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/CondVar.java,18
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/CopyOnWriteArrayList.java,159
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/CopyOnWriteArraySet.java,9
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/FIFOCondVar.java,13
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/FIFOWaitQueue.java,8
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Queue.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ReentrantLock.java,61
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/TimeUnit.java,67
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Utils.java,12
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/WaitQueue.java,7
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Commentable.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/DocTypeReader.java,26
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Location.java,1
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/ValidatingErrorHandler.java,3
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLFactory.java,5
1.0.0,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLWriter.java,11
1.0.0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingParser.java,111
1.0.0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingSerializer.java,85
1.0.0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/EmbeddedMapping.java,2
1.0.0,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/FetchDirection.java,1
