Release,File,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashMap.java,1,1,1161,1161,1161.0,0,0,0.0,1161,1161,1161.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashSet.java,1,1,132,132,132.0,0,0,0.0,132,132,132.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/CondVar.java,1,1,238,238,238.0,0,0,0.0,238,238,238.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/Condition.java,1,1,445,445,445.0,0,0,0.0,445,445,445.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/CopyOnWriteArrayList.java,1,1,1248,1248,1248.0,0,0,0.0,1248,1248,1248.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/CopyOnWriteArraySet.java,1,1,390,390,390.0,0,0,0.0,390,390,390.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/FIFOCondVar.java,1,1,198,198,198.0,0,0,0.0,198,198,198.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/FIFOWaitQueue.java,1,1,114,114,114.0,0,0,0.0,114,114,114.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/Lock.java,1,1,328,328,328.0,0,0,0.0,328,328,328.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/NanoTimer.java,1,1,46,46,46.0,0,0,0.0,46,46,46.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/Queue.java,1,1,207,207,207.0,0,0,0.0,207,207,207.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/ReentrantLock.java,1,1,1025,1025,1025.0,0,0,0.0,1025,1025,1025.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/TimeUnit.java,1,1,564,564,564.0,0,0,0.0,564,564,564.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/Utils.java,1,1,386,386,386.0,0,0,0.0,386,386,386.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/util/concurrent/WaitQueue.java,1,1,162,162,162.0,0,0,0.0,162,162,162.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/xml/DocTypeReader.java,1,1,314,314,314.0,0,0,0.0,314,314,314.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/xml/Location.java,1,1,84,84,84.0,0,0,0.0,84,84,84.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/xml/XMLFactory.java,1,1,187,187,187.0,0,0,0.0,187,187,187.0,249,249.0
0.9.6,openjpa-lib/main/java/org/apache/openjpa/lib/xml/XMLWriter.java,1,1,133,133,133.0,0,0,0.0,133,133,133.0,249,249.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/ant/AbstractTask.java,13,3,113,49,8.692307692307692,117,71,9.0,230,120,17.692307692307693,928,236.69230769230768
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java,5,3,104,90,20.8,35,34,7.0,139,90,27.8,37,23.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BooleanValue.java,4,1,19,11,4.75,22,18,5.5,41,29,10.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,4,1,20,12,5.0,20,16,5.0,40,28,10.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,10,2,122,70,12.2,123,80,12.3,245,150,24.5,928,301.9
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,22,4,585,201,26.59090909090909,564,332,25.636363636363637,1149,533,52.22727272727273,928,123.04545454545455
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,8,3,92,44,11.5,111,45,13.875,203,72,25.375,928,338.875
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,19,4,523,173,27.526315789473685,686,302,36.10526315789474,1209,475,63.63157894736842,928,165.3684210526316
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java,5,2,24,13,4.8,26,21,5.2,50,34,10.0,928,493.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/FileValue.java,4,1,24,12,6.0,25,18,6.25,49,30,12.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/GenericConfigurable.java,5,1,30,14,6.0,31,19,6.2,61,33,12.2,928,485.2
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/IntValue.java,5,2,24,13,4.8,28,21,5.6,52,34,10.4,928,493.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/MapConfigurationProvider.java,8,3,61,25,7.625,82,39,10.25,143,64,17.875,928,312.625
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ObjectValue.java,5,1,38,26,7.6,39,31,7.8,77,57,15.4,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,6,2,74,37,12.333333333333334,108,75,18.0,182,112,30.333333333333332,928,418.6666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,5,1,40,28,8.0,54,46,10.8,94,74,18.8,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java,6,3,143,113,23.833333333333332,28,25,4.666666666666667,171,113,28.5,37,20.666666666666668
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java,10,3,401,258,40.1,94,66,9.4,495,258,49.5,44,14.3
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,4,1,20,11,5.0,21,16,5.25,41,27,10.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringValue.java,4,1,19,10,4.75,20,15,5.0,39,25,9.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,6,2,133,82,22.166666666666668,136,111,22.666666666666668,269,193,44.833333333333336,928,415.8333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ValueListener.java,4,1,15,7,3.75,16,12,4.0,31,19,7.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java,4,1,18,10,4.5,18,14,4.5,36,24,9.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,4,1,54,41,13.5,77,71,19.25,131,112,32.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,4,1,18,8,4.5,17,12,4.25,35,20,8.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,5,1,56,34,11.2,58,44,11.6,114,78,22.8,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,6,1,37,19,6.166666666666667,42,32,7.0,79,51,13.166666666666666,928,486.1666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,6,1,90,45,15.0,93,73,15.5,183,118,30.5,928,486.1666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,7,1,239,160,34.142857142857146,364,305,52.0,603,465,86.14285714285714,928,428.2857142857143
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,5,1,37,22,7.4,50,40,10.0,87,62,17.4,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java,4,1,87,64,21.75,101,87,25.25,188,151,47.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java,6,1,81,41,13.5,89,71,14.833333333333334,170,112,28.333333333333332,928,486.1666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java,4,1,59,30,14.75,65,53,16.25,124,83,31.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,5,1,47,30,9.4,58,49,11.6,105,79,21.0,928,485.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java,4,1,50,37,12.5,48,40,12.0,98,77,24.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java,5,1,143,77,28.6,187,119,37.4,330,196,66.0,928,573.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/JDBCListener.java,4,1,30,21,7.5,29,24,7.25,59,45,14.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/LoggingConnectionDecorator.java,9,2,447,267,49.666666666666664,572,401,63.55555555555556,1019,668,113.22222222222223,928,379.77777777777777
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ReportingSQLException.java,4,1,37,25,9.25,31,25,7.75,68,50,17.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,4,1,111,65,27.75,127,83,31.75,238,148,59.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,6,1,44,27,7.333333333333333,66,41,11.0,110,68,18.333333333333332,928,498.3333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,5,1,18,9,3.6,31,13,6.2,49,22,9.8,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log.java,5,1,58,49,11.6,77,53,15.4,135,102,27.0,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,5,1,20,8,4.0,31,13,6.2,51,21,10.2,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactory.java,4,1,15,7,3.75,15,11,3.75,30,18,7.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryAdapter.java,4,1,21,10,5.25,23,17,5.75,44,27,11.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,6,1,124,63,20.666666666666668,141,92,23.5,265,155,44.166666666666664,928,417.8333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java,7,2,57,27,8.142857142857142,69,35,9.857142857142858,126,53,18.0,928,433.42857142857144
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/MultiLogFactory.java,6,2,61,24,10.166666666666666,88,40,14.666666666666666,149,64,24.833333333333332,928,429.1666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/log/NoneLogFactory.java,5,1,18,9,3.6,26,12,5.2,44,21,8.8,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,6,2,104,84,17.333333333333332,140,124,23.333333333333332,244,208,40.666666666666664,928,424.3333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java,5,1,47,27,9.4,57,40,11.4,104,67,20.8,928,493.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassAnnotationMetaDataFilter.java,5,2,99,38,19.8,128,66,25.6,227,92,45.4,928,484.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java,9,2,269,160,29.88888888888889,412,327,45.77777777777778,681,487,75.66666666666667,928,390.55555555555554
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,5,1,65,42,13.0,89,76,17.8,154,118,30.8,928,493.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClasspathMetaDataIterator.java,4,1,35,21,8.75,42,34,10.5,77,55,19.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java,7,2,73,32,10.428571428571429,66,50,9.428571428571429,139,82,19.857142857142858,928,357.7142857142857
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataFilter.java,4,1,24,14,6.0,22,17,5.5,46,31,11.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIterator.java,4,1,29,17,7.25,29,22,7.25,58,39,14.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataIteratorChain.java,4,1,37,21,9.25,53,45,13.25,90,66,22.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataParser.java,5,1,44,26,8.8,44,32,8.8,88,58,17.6,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java,6,1,71,32,11.833333333333334,76,39,12.666666666666666,147,71,24.5,928,492.6666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java,4,1,43,22,10.75,49,38,12.25,92,60,23.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java,4,1,22,13,5.5,23,18,5.75,45,31,11.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SourceTrackers.java,7,1,35,21,5.0,38,28,5.428571428571429,73,49,10.428571428571429,928,458.85714285714283
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/SuffixMetaDataFilter.java,4,1,18,10,4.5,18,14,4.5,36,24,9.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/URLMetaDataIterator.java,4,1,31,17,7.75,38,31,9.5,69,48,17.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,10,2,224,164,22.4,292,253,29.2,516,417,51.6,928,300.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,4,1,114,73,28.5,133,112,33.25,247,185,61.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,4,1,46,24,11.5,60,50,15.0,106,74,26.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ZipStreamMetaDataIterator.java,4,1,47,25,11.75,59,50,14.75,106,75,26.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractListIterator.java,5,1,28,11,5.6,23,14,4.6,51,25,10.2,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractNonSequentialResultList.java,4,1,45,26,11.25,84,77,21.0,129,103,32.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractResultList.java,5,1,41,16,8.2,33,16,6.6,74,28,14.8,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java,4,1,32,17,8.0,49,43,12.25,81,60,20.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/EagerResultList.java,5,1,26,12,5.2,26,18,5.2,52,30,10.4,928,573.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/LazyForwardResultList.java,4,1,41,21,10.25,62,54,15.5,103,75,25.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultList.java,4,1,22,10,5.5,27,22,6.75,49,32,12.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ListResultObjectProvider.java,4,1,27,11,6.75,31,23,7.75,58,34,14.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,5,1,75,35,15.0,111,76,22.2,186,111,37.2,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,4,1,61,39,15.25,81,72,20.25,142,111,35.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,6,1,56,36,9.333333333333334,71,56,11.833333333333334,127,92,21.166666666666668,928,498.3333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultList.java,4,1,39,23,9.75,47,32,11.75,86,55,21.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultListIterator.java,5,1,29,16,5.8,28,21,5.6,57,37,11.4,928,500.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProvider.java,4,1,46,36,11.5,49,43,12.25,95,79,23.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java,4,1,30,14,7.5,38,31,9.5,68,45,17.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,4,1,31,15,7.75,42,35,10.5,73,50,18.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/SoftRandomAccessResultList.java,4,1,21,10,5.25,20,14,5.0,41,24,10.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/WindowResultList.java,4,1,40,24,10.0,59,52,14.75,99,76,24.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/AbstractEventManager.java,4,1,50,35,12.5,66,59,16.5,116,94,29.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Base16Encoder.java,4,1,28,19,7.0,37,32,9.25,65,51,16.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/BytecodeWriter.java,4,1,18,7,4.5,18,12,4.5,36,19,9.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Bytes.java,2,2,167,164,83.5,3,3,1.5,170,164,85.0,2,1.5
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Closeable.java,4,1,15,7,3.75,15,11,3.75,30,18,7.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,5,2,175,144,35.0,238,211,47.6,413,355,82.6,928,484.4
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/EventManager.java,4,1,21,12,5.25,21,16,5.25,42,28,10.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Files.java,7,2,120,76,17.142857142857142,170,148,24.285714285714285,290,224,41.42857142857143,928,485.2857142857143
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,9,1,287,182,31.88888888888889,349,273,38.77777777777778,636,455,70.66666666666667,928,411.44444444444446
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/JavaVersions.java,4,1,99,80,24.75,119,103,29.75,218,183,54.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/LRUMap.java,4,1,27,13,6.75,30,22,7.5,57,35,14.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Localizer.java,12,3,291,78,24.25,240,102,20.0,531,180,44.25,928,249.91666666666666
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java,4,1,76,54,19.0,114,100,28.5,190,154,47.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,9,2,338,228,37.55555555555556,424,345,47.111111111111114,762,573,84.66666666666667,928,336.3333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParameterTemplate.java,5,1,84,53,16.8,93,81,18.6,177,134,35.4,928,573.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ParseException.java,6,1,28,9,4.666666666666667,19,12,3.1666666666666665,47,21,7.833333333333333,928,454.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashMap.java,5,1,61,39,12.2,80,64,16.0,141,103,28.2,928,528.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceHashSet.java,4,1,44,28,11.0,43,35,10.75,87,63,21.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ReferenceMap.java,4,1,25,14,6.25,25,18,6.25,50,32,12.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ResourceBundleProvider.java,4,1,20,10,5.0,18,13,4.5,38,23,9.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,6,2,59,30,9.833333333333334,69,51,11.5,128,81,21.333333333333332,928,485.1666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleRegex.java,5,2,56,38,11.2,67,60,13.4,123,98,24.6,928,486.2
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SimpleResourceBundleProvider.java,4,1,17,7,4.25,17,12,4.25,34,19,8.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/SizedMap.java,4,1,20,11,5.0,21,16,5.25,41,27,10.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StreamResourceBundleProvider.java,5,1,30,12,6.0,32,23,6.4,62,35,12.4,928,573.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/StringDistance.java,6,1,93,65,15.5,103,80,17.166666666666668,196,145,32.666666666666664,928,488.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TemporaryClassLoader.java,4,1,40,24,10.0,50,41,12.5,90,65,22.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/TypedProperties.java,4,1,161,120,40.25,187,150,46.75,348,270,87.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/UUIDGenerator.java,7,3,158,107,22.571428571428573,130,73,18.571428571428573,288,180,41.142857142857146,928,388.2857142857143
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/ZipResourceBundleProvider.java,6,1,35,15,5.833333333333333,43,32,7.166666666666667,78,47,13.0,928,485.3333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractCollection.java,4,1,16,6,4.0,17,12,4.25,33,18,8.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractConcurrentEventManager.java,6,2,75,24,12.5,43,34,7.166666666666667,118,58,19.666666666666668,928,416.8333333333333
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractQueue.java,5,1,95,41,19.0,118,66,23.6,213,107,42.6,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractSet.java,4,1,16,6,4.0,17,12,4.25,33,18,8.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Arrays.java,4,1,285,167,71.25,491,393,122.75,776,560,194.0,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,7,1,332,238,47.42857142857143,444,364,63.42857142857143,776,602,110.85714285714286,928,425.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashSet.java,4,1,28,14,7.0,30,22,7.5,58,36,14.5,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentLinkedQueue.java,5,1,227,172,45.4,285,246,57.0,512,418,102.4,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentMap.java,4,1,23,12,5.75,22,16,5.5,45,28,11.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashMap.java,5,1,359,243,71.8,463,358,92.6,822,601,164.4,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentReferenceHashSet.java,4,1,39,25,9.75,42,34,10.5,81,59,20.25,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/CondVar.java,6,2,69,40,11.5,107,85,17.833333333333332,176,125,29.333333333333332,928,481.1666666666667
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Condition.java,5,1,234,168,46.8,297,225,59.4,531,393,106.2,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/CopyOnWriteArrayList.java,5,1,363,196,72.6,663,546,132.6,1026,742,205.2,928,493.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/CopyOnWriteArraySet.java,5,1,178,95,35.6,211,134,42.2,389,229,77.8,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/FIFOCondVar.java,5,1,57,30,11.4,99,77,19.8,156,107,31.2,928,573.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/FIFOWaitQueue.java,5,1,26,14,5.2,46,40,9.2,72,54,14.4,928,493.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Lock.java,5,1,146,92,29.2,195,137,39.0,341,229,68.2,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/NanoTimer.java,4,1,15,6,3.75,16,11,4.0,31,17,7.75,928,605.25
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Queue.java,5,1,127,66,25.4,136,79,27.2,263,145,52.6,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ReentrantLock.java,6,1,717,528,119.5,889,708,148.16666666666666,1606,1236,267.6666666666667,928,558.8333333333334
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/TimeUnit.java,5,1,471,314,94.2,480,343,96.0,951,470,190.2,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/Utils.java,5,1,173,113,34.6,216,169,43.2,389,282,77.8,928,581.8
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/WaitQueue.java,5,1,31,14,6.2,44,36,8.8,75,50,15.0,928,573.0
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/Commentable.java,5,1,20,10,4.0,19,13,3.8,39,23,7.8,928,528.6
0.9.6,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/DocTypeReader.java,4,1,83,67,20.75,122,114,30.5,205,181,51.25,928,605.25
