Release,File,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/OpenJPAId.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/OptimisticException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/Proxies.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/Proxy.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyBean.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyCalendar.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyCollection.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyCollections.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyDate.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyManager.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyManagerImpl.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyMap.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ProxyMaps.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ReferentialIntegrityException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/RuntimeExceptionTranslator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/Serialization.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/ShortId.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/StoreException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/StoreFacadeTypeRegistry.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/StringId.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/UnsupportedException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-kernel => openjpa-kernel}/src/main/java/org/apache/openjpa/util/UserException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/ant/AbstractTask.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/AbstractProductDerivation.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/BooleanValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/BootstrapException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/FileValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/GenericConfigurable.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/IntValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/MapConfigurationProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/ObjectValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/ProductDerivation.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/StringValue.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/Value.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/conf/ValueListener.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/graph/BreadthFirstWalk.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/graph/DepthFirstAnalysis.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/graph/Edge.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/graph/Graph.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/graph/GraphVisitor.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/graph/NodeInfo.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDatabaseMetaData.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingPreparedStatement.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingResultSet.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingStatement.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEvent.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/JDBCEventConnectionDecorator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/JDBCListener.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/LoggingConnectionDecorator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/ReportingSQLException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/jdbc/SQLFormatter.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/AbstractLog.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/CommonsLogFactory.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/Log.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/Log4JLogFactory.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/LogFactory.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/LogFactoryAdapter.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/LogFactoryImpl.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/LogOutputStream.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/MultiLogFactory.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/log/NoneLogFactory.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ClassAnnotationMetaDataFilter.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ClasspathMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/FileMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/MetaDataFilter.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/MetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/MetaDataIteratorChain.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/MetaDataParser.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/MetaDataSerializer.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ResourceMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/SourceTracker.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/SourceTrackers.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/SuffixMetaDataFilter.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/URLMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ZipFileMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/meta/ZipStreamMetaDataIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/AbstractListIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/AbstractNonSequentialResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/AbstractResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/AbstractSequentialResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/EagerResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/LazyForwardResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/ListResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/ListResultObjectProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/MergedResultObjectProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/RandomAccessResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/ResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/ResultListIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/ResultObjectProviderIterator.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/SimpleResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/SoftRandomAccessResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/rop/WindowResultList.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Base16Encoder.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/BytecodeWriter.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Bytes.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Closeable.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/EventManager.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Files.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/J2DoPriv5Helper.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/J2DoPrivHelper.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/JavaVersions.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/LRUMap.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Localizer.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Options.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/ParameterTemplate.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/ParseException.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/ReferenceHashMap.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/ReferenceHashSet.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/ReferenceMap.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/ResourceBundleProvider.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/Services.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
1.2.1,{1.2.x/openjpa-lib => openjpa-lib}/src/main/java/org/apache/openjpa/lib/util/SimpleRegex.java,1,1,0,0,0.0,0,0,0.0,0,0,0.0,1055,1055.0
