Release,File,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,NSmells,NR,NAuth,LOC_added_sum,LOC_added_max,LOC_added_avg,LOC_deleted_sum,LOC_deleted_max,LOC_deleted_avg,Churn_sum,Churn_max,Churn_avg,ChgSetSize_max,ChgSetSize_avg,Buggy
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java,15,17,2,15,16,4,0,21,15,0.71428573,0.0,0.0,7,0,2,0,5,0,7,0,0,0,2,1,0,2,0,0,1,0,4,40,4,1,6,1,2,1,5,10,0,9,2,0,0,0,74,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/AbstractDiscriminatorStrategy.java,12,17,5,12,8,2,4,11,13,0.72222227,0.0,0.0,6,0,6,0,0,0,6,0,0,0,3,1,0,1,2,0,1,0,1,29,4,0,0,0,0,1,0,7,0,5,2,0,0,0,67,1025,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CompareExpression.java,5,15,10,5,13,2,9,11,0,0.2,0.0,0.0,5,0,2,0,3,0,5,1,0,0,2,0,0,2,0,0,2,0,0,37,2,0,6,0,2,0,0,14,0,10,1,0,0,0,35,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java,24,29,5,24,97,2,0,92,387,0.88445383,0.0,0.0,34,1,6,23,5,0,11,0,0,0,14,1,0,14,0,0,6,0,10,334,17,10,29,1,0,58,8,93,2,56,3,0,4,0,211,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/StoreCacheImpl.java,9,12,3,9,31,1,0,27,0,0.5833334,0.0,0.0,18,0,17,1,0,0,17,0,0,0,2,0,0,2,0,0,2,0,13,69,11,1,9,1,2,0,1,4,0,4,2,0,0,0,60,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/MappingFactoryValue.java,7,9,2,7,25,2,0,19,6,0.6666667,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,1,0,3,0,0,1,0,0,62,2,0,13,0,3,5,1,25,2,12,3,0,0,0,77,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,26,32,6,26,274,1,0,180,1491,0.9478494,0.0,0.0,62,3,42,13,0,7,49,0,0,0,30,13,12,18,0,0,18,0,4,749,46,54,62,9,4,78,60,225,4,164,8,0,1,0,408,1,30,202,1,1,6,6,6.0,6,6,6.0,12,12,12.0,6,6.0,Yes
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java,2,2,0,2,9,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,16,2,0,8,0,2,0,0,5,0,3,2,0,0,0,15,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbeddedClassStrategy.java,12,15,3,12,16,3,0,30,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,3,33,10,0,8,0,0,1,9,6,0,6,1,0,0,0,54,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/CurrentDate.java,7,8,1,7,8,3,0,2,8,0.6,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,0,25,2,0,0,0,0,0,0,1,0,1,1,0,0,0,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,39,44,5,39,178,3,0,191,691,0.93421054,0.0,0.0,38,0,29,9,0,0,29,0,0,0,2,1,0,2,0,0,1,0,12,448,56,8,87,1,11,15,52,121,1,87,6,2,0,0,220,1,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OptimisticLockException.java,3,5,2,3,14,2,0,11,46,0.6666667,0.0,0.0,13,0,11,2,0,0,11,0,0,0,3,0,0,3,0,0,0,0,1,53,7,0,1,0,1,0,0,9,0,3,0,0,0,0,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Null.java,2,3,1,2,3,2,0,0,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/MappingToolTask.java,13,14,1,13,21,4,0,16,0,0.76470584,0.0,0.0,17,0,15,0,2,0,17,0,0,0,5,1,0,1,4,0,1,0,3,82,1,0,0,0,0,2,0,27,0,8,1,0,2,0,108,1,0,4,2,1,6,5,3.0,3,2,1.5,9,7,4.5,1,1.0,Yes
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,12,155,143,12,204,2,2,74,1244,0.9635989,0.0,0.0,52,0,49,0,0,3,52,0,0,0,28,7,7,21,0,0,7,0,6,320,49,8,48,0,4,13,39,96,8,49,6,0,0,0,237,1,0,68,1,1,8,8,8.0,0,0,0.0,8,8,8.0,6,6.0,Yes
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java,7,12,5,7,277,1,0,74,207,0.79629636,0.0,0.0,27,27,19,8,0,0,19,0,0,0,8,8,0,8,0,0,8,0,52,501,121,6,120,5,54,13,46,135,24,76,5,0,0,0,236,1,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BootstrapException.java,1,3,2,1,6,4,0,0,13,0.6666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,22,2,0,0,0,0,0,0,2,0,1,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/util/DoubleId.java,2,6,4,2,12,2,0,4,0,0.0,0.0,0.0,9,0,7,0,2,0,9,0,0,0,1,0,0,1,0,0,1,0,4,32,5,0,3,0,5,0,3,2,1,1,0,0,0,0,25,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SuperclassDiscriminatorStrategy.java,11,14,3,11,8,3,0,14,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,3,1,2,0,0,0,0,2,0,1,2,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SelectResultObjectProvider.java,9,13,4,9,26,1,3,16,7,0.6904762,0.0,0.0,14,0,13,0,1,0,14,0,0,0,6,0,0,6,0,0,3,0,2,81,9,0,6,1,1,0,4,16,0,7,3,0,0,0,68,1025,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Bootstrap.java,9,10,1,9,20,1,0,22,15,0.71428573,0.0,0.0,7,7,4,3,0,0,4,0,0,0,2,2,0,2,0,0,1,0,14,73,9,0,3,5,0,10,0,13,1,9,2,0,0,0,78,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayValueHandler.java,8,10,2,8,6,2,0,6,6,0.75,0.0,0.0,4,1,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,3,20,5,0,2,0,2,0,0,3,0,3,1,0,0,0,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/AndExpression.java,8,9,1,8,9,1,0,9,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,2,0,0,37,1,0,0,0,0,5,0,8,0,8,1,0,0,0,47,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EqualExpression.java,2,3,1,2,5,3,0,1,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,3,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,2,22,20,2,7,5,0,1,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java,17,19,2,17,74,1,0,72,188,0.71212125,0.0,0.0,33,0,30,3,0,0,30,0,0,0,4,0,0,4,0,0,0,0,16,200,31,5,13,0,11,0,5,24,0,22,3,0,0,0,101,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,28,33,5,28,192,1,2,152,1858,0.9408283,0.0,0.0,65,1,56,6,2,1,59,0,1,2,13,2,2,11,0,0,3,0,39,523,62,18,52,11,16,38,40,133,23,97,3,0,0,0,360,1,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ClearFieldManager.java,2,5,3,2,12,2,2,0,66,0.9166667,0.0,0.0,12,1,11,0,1,0,12,0,0,0,1,1,0,1,0,0,1,0,0,38,11,0,0,0,0,0,7,1,0,1,0,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TimeSeededSeq.java,3,3,0,3,7,1,0,2,13,0.6428572,0.0,0.0,7,0,7,0,0,0,7,0,0,2,2,0,0,2,0,0,0,0,1,23,3,0,0,0,0,0,1,4,0,2,0,0,0,0,45,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyMap.java,19,23,4,19,34,2,0,43,3,0.6,0.0,0.0,10,0,1,3,6,0,7,0,0,1,2,1,0,2,0,0,2,0,12,259,14,1,10,5,3,1,10,38,0,36,2,4,2,0,67,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityNotFoundException.java,3,5,2,3,14,2,0,11,46,0.6666667,0.0,0.0,13,0,11,2,0,0,11,0,0,0,3,0,0,3,0,0,0,0,1,53,7,0,1,0,1,0,0,9,0,3,0,0,0,0,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,30,33,3,30,114,1,1,131,455,0.9078948,0.0,0.0,38,3,20,5,12,1,33,1,0,0,14,2,0,14,0,0,4,0,10,407,31,9,30,13,6,13,3,77,0,59,5,0,1,0,310,1025,3,48,1,1,5,5,5.0,3,3,3.0,8,8,8.0,3,3.0,Yes
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Null.java,6,7,1,6,5,3,0,1,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Abs.java,2,3,1,2,15,3,0,13,3,0.0,0.0,0.0,3,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,5,20,9,0,12,0,7,0,0,2,0,1,1,0,0,0,29,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCProductDerivation.java,4,4,0,4,4,2,0,4,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,1,0,0,2,0,0,0,0,1,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataSerializer.java,2,3,1,2,13,2,0,11,4,0.4,0.0,0.0,5,0,0,0,5,0,5,0,0,0,1,0,0,1,0,0,0,0,0,35,6,2,4,0,0,0,3,10,2,8,2,0,0,0,66,1025,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/WildcardMatch.java,3,3,0,3,9,1,0,6,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,1,1,0,0,0,1,0,0,22,6,1,3,0,2,3,6,7,2,5,1,0,0,0,50,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/util/LongId.java,2,6,4,2,11,2,0,3,0,0.0,0.0,0.0,8,0,6,0,2,0,8,0,0,0,1,0,0,1,0,0,1,0,1,29,4,0,3,0,5,0,3,2,1,1,0,0,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ClassNameDiscriminatorStrategy.java,11,13,2,11,15,4,0,34,15,0.8333333,0.0,0.0,6,0,2,1,3,0,5,0,0,0,2,2,1,1,0,0,2,0,2,63,6,1,2,4,0,3,3,14,0,12,3,0,0,0,69,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/ConstPath.java,18,19,1,18,31,5,0,37,88,0.71875,0.0,0.0,16,0,16,0,0,0,16,0,0,0,2,0,0,2,0,0,2,0,0,120,10,2,5,2,5,0,2,27,0,14,3,0,1,0,85,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel-5/src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java,7,8,1,7,9,1,0,20,1,0.0,NaN,NaN,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,0,0,0,10,0,4,0,4,2,1,0,0,108,1,0,3,1,1,17,17,17.0,7,7,7.0,24,24,24.0,1,1.0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TDirtyState.java,2,3,1,2,11,2,0,7,45,0.0,0.0,0.0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,35,9,0,0,0,1,2,0,0,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/ConcurrentHashMap.java,9,21,12,9,121,7,0,36,374,0.9024391,0.0,0.0,41,4,26,13,2,0,29,0,11,2,18,9,0,17,0,1,10,0,16,471,49,20,43,0,24,2,50,120,26,82,3,0,5,0,347,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/CharArrayStreamValueHandler.java,10,12,2,10,8,2,0,8,6,0.75,0.0,0.0,4,1,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,2,30,6,1,3,1,1,0,2,6,0,6,2,0,0,0,39,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,7,8,1,7,73,3,0,34,194,0.8020833,0.0,0.0,24,1,2,0,22,0,24,0,0,0,4,2,0,3,0,1,2,0,4,147,28,1,25,5,0,14,8,22,4,10,5,0,0,0,126,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,4,6,2,4,34,3,0,26,16,0.5555556,0.0,0.0,12,0,9,0,3,0,12,0,0,0,3,1,0,3,0,0,1,0,6,115,8,5,9,0,1,1,13,37,0,18,4,0,0,0,79,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,21,25,4,21,61,2,0,45,13,0.6666667,0.0,0.0,6,0,3,3,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,164,7,7,29,0,18,5,27,51,0,34,3,0,1,0,105,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDirtyState.java,3,4,1,3,14,2,0,5,91,0.0,0.0,0.0,14,0,1,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCDataImpl.java,7,9,2,7,67,2,1,50,402,0.8839286,0.0,0.0,32,0,22,0,10,0,32,0,0,0,7,0,0,7,0,0,4,0,0,173,11,4,16,0,5,0,5,38,0,30,3,0,0,0,85,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java,71,82,11,71,1051,2,1,371,20819,0.97438383,0.0,0.0,230,1,167,31,18,14,199,0,0,0,83,22,0,75,4,4,22,0,22,3136,244,43,348,122,144,78,187,503,23,292,7,0,4,0,708,1,10,513,2,2,10,9,5.0,2,1,1.0,12,10,6.0,1,1.0,Yes
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractLockManager.java,4,6,2,4,7,1,2,6,13,0.75,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,20,1,1,0,0,0,0,0,3,0,3,1,0,0,0,46,1025,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaDataImpl.java,11,13,2,11,130,1,0,53,405,0.88739306,0.0,0.0,43,0,40,1,2,0,42,0,0,0,19,1,0,19,0,0,1,0,6,268,43,0,57,0,9,14,4,83,4,30,3,0,0,0,97,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/StringFunction.java,11,15,4,11,16,2,3,16,88,0.75,0.0,0.0,16,0,15,1,0,0,15,0,0,0,2,0,0,2,0,0,1,0,0,56,7,0,0,0,0,0,2,4,0,3,0,0,0,0,64,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ValueMapDiscriminatorStrategy.java,11,14,3,11,22,4,0,30,9,0.72222215,0.0,0.0,6,1,2,1,3,0,5,0,0,0,3,2,1,2,0,0,2,0,4,52,8,1,13,0,6,4,5,19,3,18,2,0,0,0,62,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueStrategies.java,8,11,3,8,12,1,0,15,0,0.7037037,0.0,0.0,3,3,3,0,0,0,4,0,0,0,9,9,7,2,0,0,9,0,1,49,3,0,4,0,1,10,8,20,0,16,1,0,0,0,72,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/util/CharId.java,2,6,4,2,12,2,0,3,0,0.0,0.0,0.0,9,0,7,0,2,0,9,0,0,0,1,0,0,1,0,0,1,0,1,32,5,0,3,0,3,0,3,2,0,1,0,0,0,0,24,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewDeletedState.java,2,3,1,2,14,2,0,4,91,0.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,48,14,0,0,0,0,4,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java,11,36,25,11,93,2,2,53,394,0.87931037,0.0,0.0,29,0,19,0,10,0,29,0,0,0,2,0,0,2,0,0,0,0,0,235,44,20,42,0,4,0,40,76,4,65,4,0,0,0,132,1,0,63,1,1,67,67,67.0,2,2,2.0,69,69,69.0,6,6.0,Yes
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java,6,35,29,6,48,1,0,37,121,0.8240741,0.0,0.0,18,0,17,0,0,1,18,0,0,0,6,0,0,6,0,0,0,0,0,122,25,3,25,0,3,0,8,37,0,24,1,0,0,0,93,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Math.java,14,16,2,14,17,2,0,20,74,0.875,0.0,0.0,16,0,15,1,0,0,15,0,0,0,10,5,5,5,0,0,8,0,0,78,7,0,1,0,0,5,4,20,0,18,1,0,0,0,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/XMLWriter.java,3,7,4,3,32,3,0,6,8,0.76,0.0,0.0,5,0,4,1,0,0,4,0,0,0,5,1,0,5,0,0,0,0,1,62,0,3,24,0,1,5,4,11,2,8,3,0,0,0,48,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java,9,18,9,9,81,1,0,83,89,0.73333335,0.0,0.0,18,9,12,4,0,2,15,0,0,0,10,1,0,10,0,0,0,0,22,197,34,9,24,0,6,9,18,65,10,44,6,0,0,0,208,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/SubclassJoinDiscriminatorStrategy.java,17,20,3,17,28,3,0,25,15,0.8333333,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,2,1,1,0,0,2,0,0,70,10,3,11,0,0,5,16,22,0,18,2,0,0,0,82,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMaps.java,7,9,2,7,20,4,0,20,78,0.0,0.0,0.0,13,13,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,131,9,2,3,0,3,0,0,6,0,6,2,0,2,0,100,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNonTransDirtyState.java,2,2,0,2,9,2,0,3,36,0.0,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,30,8,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/concurrent/AbstractConcurrentEventManager.java,3,8,5,3,18,1,3,13,7,0.6666667,0.0,0.0,11,0,9,0,2,0,11,1,0,0,3,1,0,2,1,0,1,0,1,49,10,1,3,1,0,0,1,7,0,5,3,0,0,0,116,1025,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataSerializer.java,43,47,4,43,312,2,0,177,2428,0.9591503,0.0,0.0,72,3,20,18,34,0,54,0,0,0,17,6,0,12,5,0,7,0,9,729,63,23,104,1,19,36,33,132,2,87,6,0,4,0,342,1,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/TransientState.java,3,3,0,3,1,2,0,6,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDirtyState.java,3,4,1,3,15,2,0,7,105,0.0,0.0,0.0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,49,13,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactoryImpl.java,8,8,0,8,7,1,0,0,1,0.2857143,0.0,0.0,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,22,4,0,0,0,0,0,0,2,0,1,0,0,0,0,29,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ObjectIdValueHandler.java,8,9,1,8,8,3,0,9,4,0.5,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,32,5,0,2,1,1,0,3,9,0,7,1,0,0,0,48,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1.0.1,openjpa-lib/src/main/java/org/apache/openjpa/lib/rop/RangeResultObjectProvider.java,4,6,2,4,23,1,0,15,0,0.5,0.0,0.0,10,0,10,0,0,0,10,0,0,0,5,1,0,5,0,0,4,0,5,60,10,1,2,0,1,1,8,11,6,6,3,0,0,0,81,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,No
